speaker_id,keyword,utterance_id,audio_path,transcript
af6bd,huncha,f49b409344,data/external/incoming/openslr_54/audio/f49b409344.wav,आवरण खैरो रङ्गको हुन्छ
0bd28,huncha,02441ff363,data/external/incoming/openslr_54/audio/02441ff363.wav,आवरणमा बाधेको प्रतीत हुन्छ
0cc60,huncha,3e748a3f0b,data/external/incoming/openslr_54/audio/3e748a3f0b.wav,आवरणले छोपिएका हुन्छन्
2e769,huncha,6fc91b2ea3,data/external/incoming/openslr_54/audio/6fc91b2ea3.wav,आवरणले छोपिएका हुन्छन्
aead3,huncha,dda5beea76,data/external/incoming/openslr_54/audio/dda5beea76.wav,आवरणले छोपिएका हुन्छन्
6f6a8,huncha,72538ece6e,data/external/incoming/openslr_54/audio/72538ece6e.wav,आवश्यकता हुन्छ
f7175,huncha,4ee0056222,data/external/incoming/openslr_54/audio/4ee0056222.wav,आवश्यक हुन्छ
d593e,huncha,c7a4a106f1,data/external/incoming/openslr_54/audio/c7a4a106f1.wav,आवाज भन्ने हुन्छ
0234b,suru,543ea5b362,data/external/incoming/openslr_54/audio/543ea5b362.wav,आश्रम सुरु गरिएको
d47d3,suru,7377b7651f,data/external/incoming/openslr_54/audio/7377b7651f.wav,आश्रम सुरु गरिएको
8f426,maathi,61a656c080,data/external/incoming/openslr_54/audio/61a656c080.wav,आस्थामाथि दोहन हुने
15b60,huncha,f946cb7ddf,data/external/incoming/openslr_54/audio/f946cb7ddf.wav,आँकुरा हुन्छ
7fda9,huncha,bfd735e26a,data/external/incoming/openslr_54/audio/bfd735e26a.wav,आँखा मात्र हुन्छ
0e35f,huncha,2080d8520a,data/external/incoming/openslr_54/audio/2080d8520a.wav,आँखाहरूमा प्रसार हुन्छ
1f790,huncha,4913486503,data/external/incoming/openslr_54/audio/4913486503.wav,आँखाहरूमा प्रसार हुन्छ
86a9b,huncha,aed9942aa5,data/external/incoming/openslr_54/audio/aed9942aa5.wav,आँखाहरूमा प्रसार हुन्छ
96ad5,tala,17dfab13b2,data/external/incoming/openslr_54/audio/17dfab13b2.wav,आँखु नदी र समतल
68a9f,huncha,1e003943f8,data/external/incoming/openslr_54/audio/1e003943f8.wav,इच्छुक हुन्छ
b9139,huncha,7437f57729,data/external/incoming/openslr_54/audio/7437f57729.wav,इच्छुक हुन्छ
24945,huncha,d0a2dc9170,data/external/incoming/openslr_54/audio/d0a2dc9170.wav,इच्छुक हुन्छ
27e93,huncha,e57194ec35,data/external/incoming/openslr_54/audio/e57194ec35.wav,इन्क्युबेटरमा निर्माण हुन्छ
4483c,tala,9c0d9dfd1f,data/external/incoming/openslr_54/audio/9c0d9dfd1f.wav,इन्द्र राजा दुष्यन्तलाई
581da,maathi,5cc90815c7,data/external/incoming/openslr_54/audio/5cc90815c7.wav,इराकले कुबेतमाथि कब्जा
ea935,suru,0848cdece6,data/external/incoming/openslr_54/audio/0848cdece6.wav,इलम सुरु भयो
f9ab5,suru,1f909a6ddc,data/external/incoming/openslr_54/audio/1f909a6ddc.wav,इलम सुरु भयो
44345,suru,2ab8cc830f,data/external/incoming/openslr_54/audio/2ab8cc830f.wav,इलम सुरु भयो
3d3c5,suru,79db3fe020,data/external/incoming/openslr_54/audio/79db3fe020.wav,इलम सुरु भयो
4cefa,tala,8da53e0b51,data/external/incoming/openslr_54/audio/8da53e0b51.wav,इलाहाबाद उच्च अदालतले
9cc50,tala,c0387ea933,data/external/incoming/openslr_54/audio/c0387ea933.wav,इलाहाबाद उच्च अदालतले
a5793,huncha,770990b1b8,data/external/incoming/openslr_54/audio/770990b1b8.wav,इष्टदेवता हुनु हुन्छ
e4714,huncha,7d4b764c6d,data/external/incoming/openslr_54/audio/7d4b764c6d.wav,इष्टदेवता हुनु हुन्छ
3e9ed,huncha,f8d41f0656,data/external/incoming/openslr_54/audio/f8d41f0656.wav,इष्टदेवता हुनु हुन्छ
393a5,maathi,3cd7337baa,data/external/incoming/openslr_54/audio/3cd7337baa.wav,इस्टकोट दौरामाथि
5d5fe,maathi,3efc6f6d9b,data/external/incoming/openslr_54/audio/3efc6f6d9b.wav,इस्टकोट दौरामाथि
2f34a,maathi,56008121ad,data/external/incoming/openslr_54/audio/56008121ad.wav,इस्टकोट दौरामाथि
1b37d,maathi,5f0784f2bd,data/external/incoming/openslr_54/audio/5f0784f2bd.wav,इस्टकोट दौरामाथि
65bbb,maathi,cecf0fe696,data/external/incoming/openslr_54/audio/cecf0fe696.wav,इस्टकोट दौरामाथि
dcb32,maathi,929c4802fb,data/external/incoming/openslr_54/audio/929c4802fb.wav,ईज्जतले माथि उठ्ने छ
dcb32,tala,929c4802fb,data/external/incoming/openslr_54/audio/929c4802fb.wav,ईज्जतले माथि उठ्ने छ
9cc50,maathi,dea6ba21d4,data/external/incoming/openslr_54/audio/dea6ba21d4.wav,ईज्जतले माथि उठ्ने छ
9cc50,tala,dea6ba21d4,data/external/incoming/openslr_54/audio/dea6ba21d4.wav,ईज्जतले माथि उठ्ने छ
3999a,huncha,1d70ca6342,data/external/incoming/openslr_54/audio/1d70ca6342.wav,ईश्वरलाई हुन्छ
5dae1,huncha,4a1ba2f0a3,data/external/incoming/openslr_54/audio/4a1ba2f0a3.wav,ईश्वरलाई हुन्छ
e4714,huncha,85f89110ee,data/external/incoming/openslr_54/audio/85f89110ee.wav,ईश्वरलाई हुन्छ
7e781,huncha,f80ac9fa0e,data/external/incoming/openslr_54/audio/f80ac9fa0e.wav,ईश्वरलाई हुन्छ
42be7,tala,1eaefaf37c,data/external/incoming/openslr_54/audio/1eaefaf37c.wav,उक्त गीतले अर्की
b365e,tala,c954a7322e,data/external/incoming/openslr_54/audio/c954a7322e.wav,उक्त गीतले अर्की
c359d,tala,f15f884d28,data/external/incoming/openslr_54/audio/f15f884d28.wav,उक्त गीतले अर्की
a1c52,huncha,4bed501b0f,data/external/incoming/openslr_54/audio/4bed501b0f.wav,उक्त पदमा कार्यरत हुनुहुन्छ
73668,huncha,7e42f7bc73,data/external/incoming/openslr_54/audio/7e42f7bc73.wav,उक्त पदमा कार्यरत हुनुहुन्छ
06372,huncha,934ff13d78,data/external/incoming/openslr_54/audio/934ff13d78.wav,उक्त पदमा कार्यरत हुनुहुन्छ
5d09c,tala,12393e7ebf,data/external/incoming/openslr_54/audio/12393e7ebf.wav,उक्त साइतलाई शुभ
89bd3,tala,b1f87ae1b3,data/external/incoming/openslr_54/audio/b1f87ae1b3.wav,उक्त साइतलाई शुभ
5df8e,tala,bfe3299b88,data/external/incoming/openslr_54/audio/bfe3299b88.wav,उक्त साइतलाई शुभ
839e7,tala,53d7a0e768,data/external/incoming/openslr_54/audio/53d7a0e768.wav,उखु केरा सुन्तला
8fbe4,tala,7acc47c6c4,data/external/incoming/openslr_54/audio/7acc47c6c4.wav,उखु केरा सुन्तला
30b96,tala,f16677fc43,data/external/incoming/openslr_54/audio/f16677fc43.wav,उखु केरा सुन्तला
e4714,tala,f3f49b070f,data/external/incoming/openslr_54/audio/f3f49b070f.wav,उखु केरा सुन्तला
cc4bf,huncha,0b45c50049,data/external/incoming/openslr_54/audio/0b45c50049.wav,उचित हुन्छ
6c16b,huncha,4be4bf1b9a,data/external/incoming/openslr_54/audio/4be4bf1b9a.wav,उचित हुन्छ
1a81b,huncha,5534d6f871,data/external/incoming/openslr_54/audio/5534d6f871.wav,उचित हुन्छ
df933,huncha,1a75fd9883,data/external/incoming/openslr_54/audio/1a75fd9883.wav,उच्चारण तामेस हुन्छ
4b59a,huncha,39c95be7a8,data/external/incoming/openslr_54/audio/39c95be7a8.wav,उच्चारण तामेस हुन्छ
4483c,huncha,ff5ad85aee,data/external/incoming/openslr_54/audio/ff5ad85aee.wav,उच्चारण तामेस हुन्छ
b70ea,huncha,7e232caf19,data/external/incoming/openslr_54/audio/7e232caf19.wav,उज्याला हुन्छन्
79c24,huncha,cb194721e1,data/external/incoming/openslr_54/audio/cb194721e1.wav,उज्याला हुन्छन्
93014,huncha,d5ffcb7a4b,data/external/incoming/openslr_54/audio/d5ffcb7a4b.wav,उज्याला हुन्छन्
5dae1,suru,78407dbc7c,data/external/incoming/openslr_54/audio/78407dbc7c.wav,उठाउने प्रचलन सुरुवात
d02b3,huncha,002199cfd5,data/external/incoming/openslr_54/audio/002199cfd5.wav,उठाउने साइत हेर्नुहुन्छ
c09aa,huncha,cd3b742557,data/external/incoming/openslr_54/audio/cd3b742557.wav,उठाउने साइत हेर्नुहुन्छ
c7d7d,huncha,e633e6c56c,data/external/incoming/openslr_54/audio/e633e6c56c.wav,उठाउने साइत हेर्नुहुन्छ
4b59a,feri,ffe873f063,data/external/incoming/openslr_54/audio/ffe873f063.wav,उठेपछि फेरि पानी
d4824,maathi,5dc5ab809a,data/external/incoming/openslr_54/audio/5dc5ab809a.wav,उता नेपालमाथि भारतका
59e9e,huncha,0ad1a93c23,data/external/incoming/openslr_54/audio/0ad1a93c23.wav,उतारचढाउ धेरै हुन्छ
a5514,huncha,1878118a03,data/external/incoming/openslr_54/audio/1878118a03.wav,उत्तम भोजन चाहनुहुन्छ
5dae1,huncha,b992ef8014,data/external/incoming/openslr_54/audio/b992ef8014.wav,उत्तम भोजन चाहनुहुन्छ
4ce22,tala,6b067dfb56,data/external/incoming/openslr_54/audio/6b067dfb56.wav,उत्तरतिरको खेतलाई पुरेर
693c5,tala,7462edb6c5,data/external/incoming/openslr_54/audio/7462edb6c5.wav,उत्तरतिरको खेतलाई पुरेर
555eb,tala,dc558472fc,data/external/incoming/openslr_54/audio/dc558472fc.wav,उत्तरतिरको खेतलाई पुरेर
63526,banda,818fdfd014,data/external/incoming/openslr_54/audio/818fdfd014.wav,उत्तरदायी बन्दै जान्छन्
18008,tala,b04dcc87d6,data/external/incoming/openslr_54/audio/b04dcc87d6.wav,उत्तरमा तिब्बतलाई
ee253,tala,bf5fd906ef,data/external/incoming/openslr_54/audio/bf5fd906ef.wav,उत्तरमा तिब्बतलाई
fd362,huncha,5b3ff7b88d,data/external/incoming/openslr_54/audio/5b3ff7b88d.wav,उत्पन्न हुन्छ त्यसलाई
e71d4,huncha,c4bd02ec30,data/external/incoming/openslr_54/audio/c4bd02ec30.wav,उत्पन्न हुन्छ त्यसलाई
dbd12,huncha,20fef42804,data/external/incoming/openslr_54/audio/20fef42804.wav,उत्पन्न हुन्छन्
30a15,huncha,8165c74139,data/external/incoming/openslr_54/audio/8165c74139.wav,उत्पन्न हुन्छन् जीवित
89bd3,huncha,8884bcb6b6,data/external/incoming/openslr_54/audio/8884bcb6b6.wav,उत्पन्न हुन्छन् जीवित
3df82,huncha,6a933cc3cd,data/external/incoming/openslr_54/audio/6a933cc3cd.wav,उत्पन्न हुन्छ भने
95635,huncha,4e9dc5aaf5,data/external/incoming/openslr_54/audio/4e9dc5aaf5.wav,उत्परिवर्तन तात्कालिक हुन्छ
e4596,huncha,f9be150a33,data/external/incoming/openslr_54/audio/f9be150a33.wav,उत्परिवर्तन हुन्छ
58fb5,huncha,52f46c6c13,data/external/incoming/openslr_54/audio/52f46c6c13.wav,उत्पादनका कारण हुन्छ
bee0c,huncha,6e1fbc59d8,data/external/incoming/openslr_54/audio/6e1fbc59d8.wav,उत्पादनका कारण हुन्छ
804c8,huncha,5422239cf2,data/external/incoming/openslr_54/audio/5422239cf2.wav,उत्‍पादन हुन्छ
db4bc,huncha,ed6f2da036,data/external/incoming/openslr_54/audio/ed6f2da036.wav,उत्‍पादन हुन्छ
839e7,huncha,dad2652846,data/external/incoming/openslr_54/audio/dad2652846.wav,उत्पादन हुन्छ
3050a,huncha,6d18a2b3aa,data/external/incoming/openslr_54/audio/6d18a2b3aa.wav,उत्पादन हुन्छ भने
7470e,tala,3b9c4d8ba3,data/external/incoming/openslr_54/audio/3b9c4d8ba3.wav,उदाहरणको लागि तल
2d618,tala,70a704843b,data/external/incoming/openslr_54/audio/70a704843b.wav,उदाहरणको लागि तल
b222f,tala,80b58b77de,data/external/incoming/openslr_54/audio/80b58b77de.wav,उदाहरणको लागि तल
c4565,tala,9fd52943dd,data/external/incoming/openslr_54/audio/9fd52943dd.wav,उदाहरणको लागि तल
276bb,tala,baa830cc6b,data/external/incoming/openslr_54/audio/baa830cc6b.wav,उदाहरणको लागि तल
6fcfb,tala,ed620deedb,data/external/incoming/openslr_54/audio/ed620deedb.wav,उदाहरणको लागि तल
09e5c,tala,f6e19a1642,data/external/incoming/openslr_54/audio/f6e19a1642.wav,उदाहरणको लागि तल
88901,huncha,78df750cc1,data/external/incoming/openslr_54/audio/78df750cc1.wav,उदाहरणलायक हुन्छ
41b2c,huncha,33e5e7d813,data/external/incoming/openslr_54/audio/33e5e7d813.wav,उदित नारायण झा एउटा प्रसिद्ध नेपाली पार्श्व गायक हुनुहुन्छ।
e8b29,maathi,b482f32f15,data/external/incoming/openslr_54/audio/b482f32f15.wav,उद्देश्यले विश्वमाथि क्रमशः
db4bc,huncha,07460ae9ec,data/external/incoming/openslr_54/audio/07460ae9ec.wav,उद्धार हुन्छ भनी
76dab,arko,8a36f746b6,data/external/incoming/openslr_54/audio/8a36f746b6.wav,उनका अर्को उपन्यास
e4596,suru,0a11221e4e,data/external/incoming/openslr_54/audio/0a11221e4e.wav,उनको निबन्ध सुरुचिपूर्ण
12d45,feri,2e0edec05f,data/external/incoming/openslr_54/audio/2e0edec05f.wav,उनलाई फेरि थुनुवामा
93f47,feri,99f052f287,data/external/incoming/openslr_54/audio/99f052f287.wav,उनलाई फेरि थुनुवामा
1df77,maathi,0bea8d7164,data/external/incoming/openslr_54/audio/0bea8d7164.wav,उनले पनि यसमाथि
5c4b9,maathi,0e400daadb,data/external/incoming/openslr_54/audio/0e400daadb.wav,उनले पनि यसमाथि
6f6a8,maathi,e321e781a1,data/external/incoming/openslr_54/audio/e321e781a1.wav,उनले पनि यसमाथि
6c16b,feri,07150d032c,data/external/incoming/openslr_54/audio/07150d032c.wav,उनले फेरि मथुरामा
f0c93,feri,36ef05d0d1,data/external/incoming/openslr_54/audio/36ef05d0d1.wav,उनले फेरि मथुरामा
5df8e,feri,3fb1a9fb70,data/external/incoming/openslr_54/audio/3fb1a9fb70.wav,उनले फेरि मथुरामा
a30f2,tala,83aae08a28,data/external/incoming/openslr_54/audio/83aae08a28.wav,उनले शकुन्तलालाई आफ्नो
e5d89,tala,9b73d4728c,data/external/incoming/openslr_54/audio/9b73d4728c.wav,उनले शकुन्तलालाई आफ्नो
163a6,tala,e8c5077714,data/external/incoming/openslr_54/audio/e8c5077714.wav,उनले शकुन्तलालाई आफ्नो
c359d,suru,a644c0bfe5,data/external/incoming/openslr_54/audio/a644c0bfe5.wav,उनले सुरु गरेका
fb429,suru,31084e4c1d,data/external/incoming/openslr_54/audio/31084e4c1d.wav,उनले सुरुमा सङ्गीत
9cc50,suru,c23e6bac81,data/external/incoming/openslr_54/audio/c23e6bac81.wav,उनले सुरुमा सङ्गीत
963b9,huncha,63685d0e4c,data/external/incoming/openslr_54/audio/63685d0e4c.wav,उनी अमर हुन्छन्
d0b2b,tala,af340dc384,data/external/incoming/openslr_54/audio/af340dc384.wav,उनी आफ्नो अतितलाई
ce4af,tala,f7b0154064,data/external/incoming/openslr_54/audio/f7b0154064.wav,उनी आफ्नो तलवारबाजी
ef9b4,feri,02a6317548,data/external/incoming/openslr_54/audio/02a6317548.wav,उनी फेरि भाग्न
2d618,feri,d54082432c,data/external/incoming/openslr_54/audio/d54082432c.wav,उनी फेरि भाग्न
555eb,feri,ff70668065,data/external/incoming/openslr_54/audio/ff70668065.wav,उनी फेरि भाग्न
804c8,tala,346b87be86,data/external/incoming/openslr_54/audio/346b87be86.wav,उनी भारतलाई अन्तरिक्ष
7831d,tala,451aa03bb9,data/external/incoming/openslr_54/audio/451aa03bb9.wav,उनी भारतलाई अन्तरिक्ष
92003,tala,84e8ef93f7,data/external/incoming/openslr_54/audio/84e8ef93f7.wav,उनी भारतलाई परमाणु
b581f,tala,921d212521,data/external/incoming/openslr_54/audio/921d212521.wav,उनी भारतलाई परमाणु
daaab,tala,c8c361c754,data/external/incoming/openslr_54/audio/c8c361c754.wav,उनी भारतलाई परमाणु
d02b3,maathi,3737771784,data/external/incoming/openslr_54/audio/3737771784.wav,उनीमाथि घटित
2483a,maathi,aea0d68319,data/external/incoming/openslr_54/audio/aea0d68319.wav,उनीमाथि महादेवको असीम
07f55,arko,416a62f5ec,data/external/incoming/openslr_54/audio/416a62f5ec.wav,उनीहरू अर्को गाउँबाट
b0f78,arko,729f194c94,data/external/incoming/openslr_54/audio/729f194c94.wav,उनीहरू अर्को गाउँबाट
bf3e7,maathi,af27c2d945,data/external/incoming/openslr_54/audio/af27c2d945.wav,उनीहरूको प्रदर्शनमाथि
6a6d1,maathi,cf3b517c5d,data/external/incoming/openslr_54/audio/cf3b517c5d.wav,उनीहरूको प्रदर्शनमाथि
62ba7,huncha,11598f00c8,data/external/incoming/openslr_54/audio/11598f00c8.wav,उनीहरूको प्रार्थना हुन्छ
c0c00,huncha,6c22a35f8c,data/external/incoming/openslr_54/audio/6c22a35f8c.wav,उनीहरू धनी हुन्छन्
84519,huncha,9aa5d16d93,data/external/incoming/openslr_54/audio/9aa5d16d93.wav,उनीहरू धनी हुन्छन्
c2858,huncha,e1cedaa5ba,data/external/incoming/openslr_54/audio/e1cedaa5ba.wav,उनीहरू धनी हुन्छन्
9c1c2,feri,6a2882fed2,data/external/incoming/openslr_54/audio/6a2882fed2.wav,उनीहरूबीच फेरि विखण्डन
dfb01,maathi,4c13abff0b,data/external/incoming/openslr_54/audio/4c13abff0b.wav,उनीहरूमाथि हतियार लिएर
59e9e,huncha,cde5bb3404,data/external/incoming/openslr_54/audio/cde5bb3404.wav,उपग्रहसँग सम्बन्धित हुन्छन्
9b105,huncha,607be7e83f,data/external/incoming/openslr_54/audio/607be7e83f.wav,उपचार गर्नु उचित हुन्छ
8aea1,huncha,bc70e4694a,data/external/incoming/openslr_54/audio/bc70e4694a.wav,उपचार गर्नु उचित हुन्छ
6fcfb,huncha,d0664ddf49,data/external/incoming/openslr_54/audio/d0664ddf49.wav,उपचार गर्नु उचित हुन्छ
7f880,tala,73c7979030,data/external/incoming/openslr_54/audio/73c7979030.wav,उपत्यका तालतलैया
916c6,banda,d12d362325,data/external/incoming/openslr_54/audio/d12d362325.wav,उपत्यकामा नाकाबन्दी गर्न
1a5c1,banda,efdb7d15fb,data/external/incoming/openslr_54/audio/efdb7d15fb.wav,उपत्यकामा नाकाबन्दी गर्न
d0b2b,banda,fc54fd9db7,data/external/incoming/openslr_54/audio/fc54fd9db7.wav,उपथरहरू पनि बन्दै
d863b,arko,04197ce2f3,data/external/incoming/openslr_54/audio/04197ce2f3.wav,उपन्यासको अर्को
59e9e,arko,ca5716a25b,data/external/incoming/openslr_54/audio/ca5716a25b.wav,उपन्यासको अर्को
423bf,huncha,07b131d532,data/external/incoming/openslr_54/audio/07b131d532.wav,उपयुक्त हुन्छ
68a9f,huncha,af379229fd,data/external/incoming/openslr_54/audio/af379229fd.wav,उपयुक्त हुन्छ
6c16b,huncha,d679cc5e06,data/external/incoming/openslr_54/audio/d679cc5e06.wav,उपयोग गर्न चाहनुहुन्छ
1ff03,huncha,0fd01f1068,data/external/incoming/openslr_54/audio/0fd01f1068.wav,उपयोग हुन्छ
5e6be,huncha,749ec741fd,data/external/incoming/openslr_54/audio/749ec741fd.wav,उपयोग हुन्छ जसलाई
ef9b4,huncha,aff11f9434,data/external/incoming/openslr_54/audio/aff11f9434.wav,उपयोगी हुन्छन्
da6d1,huncha,ecb81119e7,data/external/incoming/openslr_54/audio/ecb81119e7.wav,उपयोगी हुन्छन्
4dccf,huncha,5888e0da3d,data/external/incoming/openslr_54/audio/5888e0da3d.wav,उपरथी हुनुहुन्छ
8aea1,huncha,1950d67ebb,data/external/incoming/openslr_54/audio/1950d67ebb.wav,उपलब्ध हुन्छन्
4cc9e,huncha,64dcfca793,data/external/incoming/openslr_54/audio/64dcfca793.wav,उपलब्धिमा निर्भर हुन्छ
363a2,huncha,9e770b5e03,data/external/incoming/openslr_54/audio/9e770b5e03.wav,उपलब्धिमा निर्भर हुन्छ
41295,huncha,4f58a34a0f,data/external/incoming/openslr_54/audio/4f58a34a0f.wav,उपाध्यक्ष हुनुहुन्छ
62e53,huncha,7cf9f844fe,data/external/incoming/openslr_54/audio/7cf9f844fe.wav,उपाध्यक्ष हुनुहुन्छ
5cef8,huncha,ff3d0ed117,data/external/incoming/openslr_54/audio/ff3d0ed117.wav,उपाध्यक्ष हुनुहुन्छ
14763,banda,1b01a5b90e,data/external/incoming/openslr_54/audio/1b01a5b90e.wav,उपेन्द्रवज्रा छन्द र इन्द्रवज्रा छन्दको मिश्रण भएमा उपजाति छन्द बन्दछ।
7f577,banda,ccf38d188f,data/external/incoming/openslr_54/audio/ccf38d188f.wav,उपेन्द्रवज्रा छन्द र इन्द्रवज्रा छन्दको मिश्रण भएमा उपजाति छन्द बन्दछ।
0234b,huncha,6bfd0db7cd,data/external/incoming/openslr_54/audio/6bfd0db7cd.wav,उमेरसम्ममा भइसकेको हुन्छ
0234b,huncha,677911702f,data/external/incoming/openslr_54/audio/677911702f.wav,उमेरसँग जोडिएको हुन्छ
87f8b,huncha,89e807df80,data/external/incoming/openslr_54/audio/89e807df80.wav,उमेरसँग जोडिएको हुन्छ
5b02a,tala,cc29ba6b38,data/external/incoming/openslr_54/audio/cc29ba6b38.wav,उम्मेदवार बनेका स्थापितले
2273c,huncha,94de2108df,data/external/incoming/openslr_54/audio/94de2108df.wav,उसको कल्याण हुन्छ
e7519,huncha,f0b41064a7,data/external/incoming/openslr_54/audio/f0b41064a7.wav,उसको कल्याण हुन्छ
125df,huncha,f31432a46b,data/external/incoming/openslr_54/audio/f31432a46b.wav,उसको कल्याण हुन्छ
9f669,hoina,886b7bc1ef,data/external/incoming/openslr_54/audio/886b7bc1ef.wav,उसको शाखा निकाय होइन
297d5,hoina,b20cdfeabf,data/external/incoming/openslr_54/audio/b20cdfeabf.wav,उसको शाखा निकाय होइन
f73cc,hoina,daccb739b9,data/external/incoming/openslr_54/audio/daccb739b9.wav,उसको शाखा निकाय होइन
09eb9,hoina,fbca588aa7,data/external/incoming/openslr_54/audio/fbca588aa7.wav,उसको शाखा निकाय होइन
c06a7,maathi,2d57a418f3,data/external/incoming/openslr_54/audio/2d57a418f3.wav,उसको सार्वभौमिकतामाथि
94417,maathi,58709e7084,data/external/incoming/openslr_54/audio/58709e7084.wav,उसको सार्वभौमिकतामाथि
f7175,maathi,f5e5b0b769,data/external/incoming/openslr_54/audio/f5e5b0b769.wav,उसको सार्वभौमिकतामाथि
6d3c6,huncha,69c7c19da5,data/external/incoming/openslr_54/audio/69c7c19da5.wav,उसबाट हुन्छ नै
29944,huncha,c62e28c62c,data/external/incoming/openslr_54/audio/c62e28c62c.wav,उसबाट हुन्छ नै
cc4bf,maathi,08d8a5f987,data/external/incoming/openslr_54/audio/08d8a5f987.wav,उसमाथि अनुचित व्यवहार
b3c22,maathi,1bd6a3096f,data/external/incoming/openslr_54/audio/1bd6a3096f.wav,उसमाथि अनुचित व्यवहार
29c22,maathi,6a90ad461b,data/external/incoming/openslr_54/audio/6a90ad461b.wav,उसमाथि अनुचित व्यवहार
c687c,maathi,a0a817fdd0,data/external/incoming/openslr_54/audio/a0a817fdd0.wav,उसमाथि अनुचित व्यवहार
5f02c,maathi,c896a8e95d,data/external/incoming/openslr_54/audio/c896a8e95d.wav,उसमाथि अनुचित व्यवहार
01cf0,huncha,4c6e702205,data/external/incoming/openslr_54/audio/4c6e702205.wav,उसलाई भन्न सक्नुहुन्छ
5935d,huncha,76c2148ed8,data/external/incoming/openslr_54/audio/76c2148ed8.wav,उसलाई भन्न सक्नुहुन्छ
2e8ef,huncha,f779797295,data/external/incoming/openslr_54/audio/f779797295.wav,उसलाई भन्न सक्नुहुन्छ
57282,huncha,7a26618c12,data/external/incoming/openslr_54/audio/7a26618c12.wav,उसले अर्काको भर परेर जीवन धान्नु पर्ने हुन्छ।
276bb,tala,bbb177898c,data/external/incoming/openslr_54/audio/bbb177898c.wav,उसले आफन्तलाई
df933,huncha,c024f58f82,data/external/incoming/openslr_54/audio/c024f58f82.wav,उसले आफ्ना पितालाई धेरै नै आदर सम्मान र प्रेम गर्दछ साथै सहयोगी पनि हुन्छ।
26ac9,hoina,512c140c96,data/external/incoming/openslr_54/audio/512c140c96.wav,उसले भन्यो मैले होइन
d4824,huncha,32fd8a1810,data/external/incoming/openslr_54/audio/32fd8a1810.wav,उहाँकी एक दिदी हुनुहुन्छ
39ab2,huncha,33c97b7afb,data/external/incoming/openslr_54/audio/33c97b7afb.wav,उहाँकी एक दिदी हुनुहुन्छ
8b798,huncha,5d4650d017,data/external/incoming/openslr_54/audio/5d4650d017.wav,उहाँकी एक दिदी हुनुहुन्छ
14763,huncha,6dd4a0efe4,data/external/incoming/openslr_54/audio/6dd4a0efe4.wav,उहाँकी एक दिदी हुनुहुन्छ
109c6,huncha,953945c0d5,data/external/incoming/openslr_54/audio/953945c0d5.wav,उहाँकी एक दिदी हुनुहुन्छ
e8b29,huncha,ea4bd67e1f,data/external/incoming/openslr_54/audio/ea4bd67e1f.wav,उहाँकी छोरी अखिल क्रान्तिकारीको जिल्ला समितिमा हुनुहुन्छ।
7c42f,huncha,f6cad13a14,data/external/incoming/openslr_54/audio/f6cad13a14.wav,उहाँकी छोरी अखिल क्रान्तिकारीको जिल्ला समितिमा हुनुहुन्छ।
83eb0,arko,219893eb8f,data/external/incoming/openslr_54/audio/219893eb8f.wav,उहाँको अर्को पुस्तक
fad24,huncha,0339da1df7,data/external/incoming/openslr_54/audio/0339da1df7.wav,उहाँ गणेशमान सिंह अध्ययन प्रतिष्‍ठानका संस्थापक तथा अध्यक्ष हुनुहुन्छ।
f07db,huncha,20ae3acd50,data/external/incoming/openslr_54/audio/20ae3acd50.wav,उहाँ दार्जीलिङमा बस्नुहुन्छ
cce0f,huncha,9665d4ef73,data/external/incoming/openslr_54/audio/9665d4ef73.wav,उहाँ पनि हुनुहुन्छ
e5d89,huncha,a947e71f70,data/external/incoming/openslr_54/audio/a947e71f70.wav,उहाँ पनि हुनुहुन्छ
e5d89,huncha,b1642e1a5c,data/external/incoming/openslr_54/audio/b1642e1a5c.wav,उहाँ पनि हुनुहुन्छ
95635,huncha,d0bab5abc6,data/external/incoming/openslr_54/audio/d0bab5abc6.wav,उहाँ पनि हुनुहुन्छ
6a6d1,huncha,b4032bf572,data/external/incoming/openslr_54/audio/b4032bf572.wav,उहाँ बताउनुहुन्छ
02e40,huncha,c55c70996a,data/external/incoming/openslr_54/audio/c55c70996a.wav,उहाँ माओवादी उदयपुर सदश्य र दनुवार मुक्तिमोर्चाको केन्द्रीय सल्लाहकार पनि हुनुहुन्छ।
0d4f0,suru,044974169a,data/external/incoming/openslr_54/audio/044974169a.wav,उहाँले सुरुमा महिला
b3cd4,suru,38a1b95c74,data/external/incoming/openslr_54/audio/38a1b95c74.wav,उहाँले सुरुमा महिला
4dccf,suru,7b1f77855e,data/external/incoming/openslr_54/audio/7b1f77855e.wav,उहाँले सुरुमा महिला
2001f,huncha,99576c84cd,data/external/incoming/openslr_54/audio/99576c84cd.wav,उहाँ विश्वस्त हुनुहुन्छ
0bb95,huncha,6f0773ec32,data/external/incoming/openslr_54/audio/6f0773ec32.wav,उहाँ संस्थापक हुनुहुन्छ
db4bc,huncha,6dd3a8ba1b,data/external/incoming/openslr_54/audio/6dd3a8ba1b.wav,उही विजय हुन्छ
5dddc,huncha,b524959907,data/external/incoming/openslr_54/audio/b524959907.wav,ऊ नै हुन्छ
0e35f,huncha,b58c946bbf,data/external/incoming/openslr_54/audio/b58c946bbf.wav,ऊ नै हुन्छ
